"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_ZONA";"SQ_CANDIDATO";"NM_URNA_CANDIDATO";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS"
2016;2;"Eleição Ordinária";119;210000020879;"AURO KIRINUS";5;"SUPLENTE";"N";337
2016;2;"Eleição Ordinária";119;210000014022;"CARDOSINHO";2;"ELEITO POR QP";"N";771
2016;2;"Eleição Ordinária";119;210000020878;"CARLITO";5;"SUPLENTE";"N";400
2016;2;"Eleição Ordinária";119;210000026501;"DANIEL";4;"NÃO ELEITO";"N";50
2016;2;"Eleição Ordinária";119;210000020872;"DJONATAN CAVALHEIRO";5;"SUPLENTE";"N";147
2016;2;"Eleição Ordinária";119;210000026503;"EDUARDO BECKER DIAS BIGODE";4;"NÃO ELEITO";"N";12
2016;2;"Eleição Ordinária";119;210000020875;"GELSON NEUENSCHWANDER";2;"ELEITO POR QP";"N";422
2016;2;"Eleição Ordinária";119;210000014019;"INEIA";5;"SUPLENTE";"N";129
2016;2;"Eleição Ordinária";119;210000020869;"INGO NEU";5;"SUPLENTE";"N";246
2016;2;"Eleição Ordinária";119;210000014018;"ITAMAR";2;"ELEITO POR QP";"N";566
2016;2;"Eleição Ordinária";119;210000026502;"IVANETE";4;"NÃO ELEITO";"N";4
2016;2;"Eleição Ordinária";119;210000014026;"IZABEL";5;"SUPLENTE";"N";487
2016;2;"Eleição Ordinária";119;210000014020;"JOAO";3;"ELEITO POR MÉDIA";"N";502
2016;2;"Eleição Ordinária";119;210000020877;"JULIA PROCHNOW";5;"SUPLENTE";"N";270
2016;2;"Eleição Ordinária";119;210000014029;"LAURI KLEIN";2;"ELEITO POR QP";"N";846
2016;2;"Eleição Ordinária";119;210000020867;"LAURO REETZ";5;"SUPLENTE";"N";293
2016;2;"Eleição Ordinária";119;210000026500;"LISIANE";4;"NÃO ELEITO";"N";2
2016;2;"Eleição Ordinária";119;210000014023;"LORETA L K GRAEBNER";5;"SUPLENTE";"N";22
2016;2;"Eleição Ordinária";119;210000014030;"MARCIO HALBERSTADT";2;"ELEITO POR QP";"N";599
2016;2;"Eleição Ordinária";119;210000020870;"MARIA ROSANGELA ROUBUSTE";5;"SUPLENTE";"N";175
2016;2;"Eleição Ordinária";119;210000014028;"MARLI";5;"SUPLENTE";"N";78
2016;2;"Eleição Ordinária";119;210000020876;"MARLI MULLER";5;"SUPLENTE";"N";26
2016;2;"Eleição Ordinária";119;210000014017;"NAIR";5;"SUPLENTE";"N";61
2016;2;"Eleição Ordinária";119;210000014032;"NALDO";5;"SUPLENTE";"N";263
2016;2;"Eleição Ordinária";119;210000014034;"NELSON MANINHO DIAS";5;"SUPLENTE";"N";64
2016;2;"Eleição Ordinária";119;210000014027;"NILMAR";5;"SUPLENTE";"N";206
2016;2;"Eleição Ordinária";119;210000020871;"ODAIR OSCAR SCHIEFELBEIN";5;"SUPLENTE";"N";29
2016;2;"Eleição Ordinária";119;210000014025;"PEDRINHO MULLER";5;"SUPLENTE";"N";320
2016;2;"Eleição Ordinária";119;210000020873;"PROFESSOR MAURO RADDATZ";2;"ELEITO POR QP";"N";498
2016;2;"Eleição Ordinária";119;210000020868;"ROSA - ROSANGELA WILHELM";5;"SUPLENTE";"N";297
2016;2;"Eleição Ordinária";119;210000020874;"RUI MILBRADT";2;"ELEITO POR QP";"N";904
2016;2;"Eleição Ordinária";119;210000014033;"SANDRO";5;"SUPLENTE";"N";360
2016;2;"Eleição Ordinária";119;210000026499;"SIDNEI";4;"NÃO ELEITO";"N";64
2016;2;"Eleição Ordinária";119;210000014024;"SIMONE F KLUSENER";5;"SUPLENTE";"N";128
2016;2;"Eleição Ordinária";23;210000024252;"AIRTON COSSETIN";4;"NÃO ELEITO";"N";897
2016;2;"Eleição Ordinária";23;210000027501;"IVAN CHAGAS";1;"ELEITO";"N";2177
2016;2;"Eleição Ordinária";23;210000020902;"ORLANDO KOLLER";4;"NÃO ELEITO";"N";2109
2016;2;"Eleição Ordinária";23;210000024250;"ADELAR PRAUCHNER";3;"ELEITO POR MÉDIA";"N";208
2016;2;"Eleição Ordinária";23;210000020893;"ALESSANDRA MENDONÇA";5;"SUPLENTE";"N";10
2016;2;"Eleição Ordinária";23;210000020899;"ARLINDO VIANA - TIKE";5;"SUPLENTE";"N";163
2016;2;"Eleição Ordinária";23;210000027502;"BAGÁ";5;"SUPLENTE";"N";113
2016;2;"Eleição Ordinária";23;210000027499;"CARLINHOS BUSANELLO";5;"SUPLENTE";"N";54
2016;2;"Eleição Ordinária";23;210000024246;"CITI";5;"SUPLENTE";"N";183
2016;2;"Eleição Ordinária";23;210000027496;"CLARICE OTTONELLI";2;"ELEITO POR QP";"N";310
2016;2;"Eleição Ordinária";23;210000020905;"CLAUDINHA";5;"SUPLENTE";"N";18
2016;2;"Eleição Ordinária";23;210000024244;"CLEUSA";5;"SUPLENTE";"N";19
2016;2;"Eleição Ordinária";23;210000027492;"EGON REIMANN";5;"SUPLENTE";"N";182
2016;2;"Eleição Ordinária";23;210000027495;"ELMO KNOP";5;"SUPLENTE";"N";43
2016;2;"Eleição Ordinária";23;210000020900;"GILNEI TOSO (NEI)";5;"SUPLENTE";"N";48
2016;2;"Eleição Ordinária";23;210000020897;"INGRID REDLICH BESTER";5;"SUPLENTE";"N";71
2016;2;"Eleição Ordinária";23;210000027494;"ISAURA CARLA MOKAN GOMES";5;"SUPLENTE";"N";67
2016;2;"Eleição Ordinária";23;210000020896;"IVONE CERVI";2;"ELEITO POR QP";"N";239
2016;2;"Eleição Ordinária";23;210000020895;"JAIR";2;"ELEITO POR QP";"N";434
2016;2;"Eleição Ordinária";23;210000024248;"JARDEL FERNANDES";2;"ELEITO POR QP";"N";294
2016;2;"Eleição Ordinária";23;210000027506;"JOELSON CUCO TOSO";2;"ELEITO POR QP";"N";225
2016;2;"Eleição Ordinária";23;210000020906;"JOSÉ LUIS (O BOMBEIRO)";5;"SUPLENTE";"N";26
2016;2;"Eleição Ordinária";23;210000020898;"LÉCO";2;"ELEITO POR QP";"N";339
2016;2;"Eleição Ordinária";23;210000024247;"MARLO JOHANN";5;"SUPLENTE";"N";116
2016;2;"Eleição Ordinária";23;210000020904;"MATIAS";5;"SUPLENTE";"N";134
2016;2;"Eleição Ordinária";23;210000027505;"MAURICIO";5;"SUPLENTE";"N";8
2016;2;"Eleição Ordinária";23;210000024245;"MORGANA CORRÊA DA SILVA";5;"SUPLENTE";"N";140
2016;2;"Eleição Ordinária";23;210000027493;"NARDELI UHDE";2;"ELEITO POR QP";"N";583
2016;2;"Eleição Ordinária";23;210000027491;"NEDIO T. CAVALHEIRO";5;"SUPLENTE";"N";158
2016;2;"Eleição Ordinária";23;210000027500;"NIDO HECK";3;"ELEITO POR MÉDIA";"N";196
2016;2;"Eleição Ordinária";23;210000024249;"NIKI VIEIRA";5;"SUPLENTE";"N";91
2016;2;"Eleição Ordinária";23;210000027498;"PATY FUHRMANN";5;"SUPLENTE";"N";81
2016;2;"Eleição Ordinária";23;210000020901;"ROSALINO (ROSA)";5;"SUPLENTE";"N";193
2016;2;"Eleição Ordinária";23;210000027504;"SIRLEI M. ANDREGHETTO DE SOUZA";5;"SUPLENTE";"N";75
2016;2;"Eleição Ordinária";23;210000020894;"TENENTE MARINO";5;"SUPLENTE";"N";75
2016;2;"Eleição Ordinária";23;210000027497;"VALDINÉIA MONTECIELLO";5;"SUPLENTE";"N";26
2016;2;"Eleição Ordinária";102;210000013387;"DÁRIO SCHAEDLER";4;"NÃO ELEITO";"N";1296
2016;2;"Eleição Ordinária";102;210000001998;"LEONEL COLOSSI";1;"ELEITO";"N";3462
2016;2;"Eleição Ordinária";102;210000010326;"ADÃO PAGEL";5;"SUPLENTE";"N";389
2016;2;"Eleição Ordinária";102;210000009624;"AMILTON LIRA";4;"NÃO ELEITO";"N";8
2016;2;"Eleição Ordinária";102;210000009625;"BAIXINHO";4;"NÃO ELEITO";"N";95
2016;2;"Eleição Ordinária";102;210000002001;"CARMEN";3;"ELEITO POR MÉDIA";"N";215
2016;2;"Eleição Ordinária";102;210000002002;"DERCI";3;"ELEITO POR MÉDIA";"N";252
2016;2;"Eleição Ordinária";102;210000009629;"DULCE KONZEN";4;"NÃO ELEITO";"N";37
2016;2;"Eleição Ordinária";102;210000009628;"ELMO DULLIUS";4;"NÃO ELEITO";"N";275
2016;2;"Eleição Ordinária";102;210000013386;"FERNANDO FOLLMANN";4;"NÃO ELEITO";"N";145
2016;2;"Eleição Ordinária";102;210000002006;"GERALDO";2;"ELEITO POR QP";"N";357
2016;2;"Eleição Ordinária";102;210000002007;"GUIDO";3;"ELEITO POR MÉDIA";"N";204
2016;2;"Eleição Ordinária";102;210000002009;"IPI MOURA";5;"SUPLENTE";"N";132
2016;2;"Eleição Ordinária";102;210000009626;"JANICE BERRA";4;"NÃO ELEITO";"N";32
2016;2;"Eleição Ordinária";102;210000002003;"JEQUITY";5;"SUPLENTE";"N";147
2016;2;"Eleição Ordinária";102;210000002005;"LIANE";2;"ELEITO POR QP";"N";384
2016;2;"Eleição Ordinária";102;210000010327;"LIANE TEREZINHA MOMBACH";5;"SUPLENTE";"N";18
2016;2;"Eleição Ordinária";102;210000002008;"LUIZINHO";2;"ELEITO POR QP";"N";602
2016;2;"Eleição Ordinária";102;210000013383;"MIGUEL SCHAEDLER";4;"NÃO ELEITO";"N";190
2016;2;"Eleição Ordinária";102;210000013385;"NAIR PEREIRA";4;"NÃO ELEITO";"N";20
2016;2;"Eleição Ordinária";102;210000009627;"NOLI PALAMAR";4;"NÃO ELEITO";"N";55
2016;2;"Eleição Ordinária";102;210000002010;"PLINIO";5;"SUPLENTE";"N";120
2016;2;"Eleição Ordinária";102;210000002004;"RAMBO";5;"SUPLENTE";"N";82
2016;2;"Eleição Ordinária";102;210000002011;"SADÔ";2;"ELEITO POR QP";"N";349
2016;2;"Eleição Ordinária";102;210000002000;"SCHALLENBERGER";2;"ELEITO POR QP";"N";398
2016;2;"Eleição Ordinária";102;210000010325;"SPIES";2;"ELEITO POR QP";"N";410
2016;2;"Eleição Ordinária";5;210000014554;"CLENI PAZ";1;"ELEITO";"N";22073
2016;2;"Eleição Ordinária";5;210000012813;"PRETA MULAZZANI";4;"NÃO ELEITO";"N";20130
2016;2;"Eleição Ordinária";5;210000015930;"ALAERTE CORTELINI";5;"SUPLENTE";"N";339
2016;2;"Eleição Ordinária";5;210000030695;"ALEX RODRIGUES";4;"NÃO ELEITO";"N";89
2016;2;"Eleição Ordinária";5;210000006427;"ALICEMARA ROCHA";5;"SUPLENTE";"N";413
2016;2;"Eleição Ordinária";5;210000015933;"ANA LIDIANE";5;"SUPLENTE";"N";95
2016;2;"Eleição Ordinária";5;210000006443;"ANDREA OLIVEIRA";5;"SUPLENTE";"N";511
2016;2;"Eleição Ordinária";5;210000015923;"ANILTON OLIVEIRA";2;"ELEITO POR QP";"N";1228
2016;2;"Eleição Ordinária";5;210000030699;"BERENICE DORNELLES";4;"NÃO ELEITO";"N";52
2016;2;"Eleição Ordinária";5;210000030707;"BETE MAINARDES";4;"NÃO ELEITO";"N";46
2016;2;"Eleição Ordinária";5;210000007703;"BETO";5;"SUPLENTE";"N";507
2016;2;"Eleição Ordinária";5;210000015929;"BETO GARÇOM";5;"SUPLENTE";"N";20
2016;2;"Eleição Ordinária";5;210000006430;"BOLSSON";2;"ELEITO POR QP";"N";1366
2016;2;"Eleição Ordinária";5;210000007700;"CABETO";5;"SUPLENTE";"N";264
2016;2;"Eleição Ordinária";5;210000002261;"CAMILA LACERDA TOLIO";5;"SUPLENTE";"N";91
2016;2;"Eleição Ordinária";5;210000002251;"CARLOS ALMEIDA";5;"SUPLENTE";"N";854
2016;2;"Eleição Ordinária";5;210000006429;"CARLOS BLASCKESI";5;"SUPLENTE";"N";36
2016;2;"Eleição Ordinária";5;210000002252;"CARLOS ROMEIRO - BARRIGA";5;"SUPLENTE";"N";403
2016;2;"Eleição Ordinária";5;210000007701;"CARMELITA HOFFMANN";5;"SUPLENTE";"N";181
2016;2;"Eleição Ordinária";5;210000002260;"CELENI VIANA";2;"ELEITO POR QP";"N";1273
2016;2;"Eleição Ordinária";5;210000015926;"CHICO DAS PEDRAS";5;"SUPLENTE";"N";329
2016;2;"Eleição Ordinária";5;210000015932;"CLAUDIO MARQUIORI";5;"SUPLENTE";"N";174
2016;2;"Eleição Ordinária";5;210000030704;"CLEBER BATTANOLI";4;"NÃO ELEITO";"N";205
2016;2;"Eleição Ordinária";5;210000002248;"CLEO TRINDADE";2;"ELEITO POR QP";"N";1506
2016;2;"Eleição Ordinária";5;210000002247;"CLÁUDIA GONÇALVES";5;"SUPLENTE";"N";437
2016;2;"Eleição Ordinária";5;210000030694;"DADO BRAVO";4;"NÃO ELEITO";"N";6
2016;2;"Eleição Ordinária";5;210000007723;"DEBORA CRISTIANE";5;"SUPLENTE";"N";24
2016;2;"Eleição Ordinária";5;210000007713;"DEDA CABELEIREIRO";5;"SUPLENTE";"N";172
2016;2;"Eleição Ordinária";5;210000033268;"DEIA";5;"SUPLENTE";"N";10
2016;2;"Eleição Ordinária";5;210000007718;"DELEGADO XAVIER";5;"SUPLENTE";"N";536
2016;2;"Eleição Ordinária";5;210000007702;"DELIA MARÇAL";5;"SUPLENTE";"N";21
2016;2;"Eleição Ordinária";5;210000007714;"DERLI CHAPEU PRETO";5;"SUPLENTE";"N";106
2016;2;"Eleição Ordinária";5;210000002249;"DILEUSA ALVES";5;"SUPLENTE";"N";531
2016;2;"Eleição Ordinária";5;210000002245;"DOUTORA NIVIA";2;"ELEITO POR QP";"N";1075
2016;2;"Eleição Ordinária";5;210000006428;"DR. JOSÉ FABIO";5;"SUPLENTE";"N";852
2016;2;"Eleição Ordinária";5;210000015939;"DÉBORA BERNARDES";5;"SUPLENTE";"N";154
2016;2;"Eleição Ordinária";5;210000006431;"EDY FIGUEIRA VIEIRA";5;"SUPLENTE";"N";252
2016;2;"Eleição Ordinária";5;210000002253;"ENFERMEIRO MOISES MACHADO";5;"SUPLENTE";"N";204
2016;2;"Eleição Ordinária";5;210000007704;"EVELISE AGUIAR";5;"SUPLENTE";"N";364
2016;2;"Eleição Ordinária";5;210000007717;"FERNANDO CARVALHO";5;"SUPLENTE";"N";215
2016;2;"Eleição Ordinária";5;210000007705;"FIRMINA FUCA";2;"ELEITO POR QP";"N";719
2016;2;"Eleição Ordinária";5;210000015936;"GILMAR MARTINS";5;"SUPLENTE";"N";448
2016;2;"Eleição Ordinária";5;210000030696;"GLORIA DA SILVA ALVES";4;"NÃO ELEITO";"N";39
2016;2;"Eleição Ordinária";5;210000030698;"GUILHERME JAQUES (BEIÇOLA)";4;"NÃO ELEITO";"N";92
2016;2;"Eleição Ordinária";5;210000007719;"HELENA BUENO DE MATTOS";5;"SUPLENTE";"N";50
2016;2;"Eleição Ordinária";5;210000030706;"HÉMERSON MENDONÇA";4;"NÃO ELEITO";"N";5
2016;2;"Eleição Ordinária";5;210000002254;"IARA CAFERATTI";5;"SUPLENTE";"N";539
2016;2;"Eleição Ordinária";5;210000015922;"ILZA ROCHA";5;"SUPLENTE";"N";28
2016;2;"Eleição Ordinária";5;210000007721;"IVA";5;"SUPLENTE";"N";502
2016;2;"Eleição Ordinária";5;210000002257;"JAIME DUARTE";5;"SUPLENTE";"N";859
2016;2;"Eleição Ordinária";5;210000030703;"JARMAN PINHEIRO";4;"NÃO ELEITO";"N";149
2016;2;"Eleição Ordinária";5;210000015934;"JEFFERSON BERNED";5;"SUPLENTE";"N";370
2016;2;"Eleição Ordinária";5;210000007720;"JOAO CARIJA";5;"SUPLENTE";"N";49
2016;2;"Eleição Ordinária";5;210000006445;"JORGE BOTELHO";5;"SUPLENTE";"N";170
2016;2;"Eleição Ordinária";5;210000015937;"JORGE SITÓ";5;"SUPLENTE";"N";568
2016;2;"Eleição Ordinária";5;210000007706;"JORGINHO DA PROPAGANDA";5;"SUPLENTE";"N";413
2016;2;"Eleição Ordinária";5;210000006434;"JOSE EURICO JUDIARIA";5;"SUPLENTE";"N";175
2016;2;"Eleição Ordinária";5;210000002263;"JOSÉ ARIOLDO BIRO BIRO";5;"SUPLENTE";"N";13
2016;2;"Eleição Ordinária";5;210000030697;"KARIN BIANCHI";4;"NÃO ELEITO";"N";9
2016;2;"Eleição Ordinária";5;210000030692;"LEANDRO SOLTAU";4;"NÃO ELEITO";"N";364
2016;2;"Eleição Ordinária";5;210000006432;"LEONI CALDEIRA";2;"ELEITO POR QP";"N";1182
2016;2;"Eleição Ordinária";5;210000006435;"LEONIDAS TITO";5;"SUPLENTE";"N";188
2016;2;"Eleição Ordinária";5;210000006437;"LUCIANO BELMONTE";2;"ELEITO POR QP";"N";1866
2016;2;"Eleição Ordinária";5;210000015928;"LUIS CLAUDIO BILÚ";5;"SUPLENTE";"N";41
2016;2;"Eleição Ordinária";5;210000030705;"LUIS CROMADO";4;"NÃO ELEITO";"N";150
2016;2;"Eleição Ordinária";5;210000002255;"LUIS DA LIMPEZA";5;"SUPLENTE";"N";261
2016;2;"Eleição Ordinária";5;210000006433;"LUIS FELIPE OLIVEIRA FELIPINHO";5;"SUPLENTE";"N";372
2016;2;"Eleição Ordinária";5;210000015940;"LUIS OLAVO";5;"SUPLENTE";"N";169
2016;2;"Eleição Ordinária";5;210000007708;"MAICON VENES";5;"SUPLENTE";"N";177
2016;2;"Eleição Ordinária";5;210000002259;"MAMEDES";5;"SUPLENTE";"N";61
2016;2;"Eleição Ordinária";5;210000015935;"MARCOS ROSSE - SCUBYY";5;"SUPLENTE";"N";477
2016;2;"Eleição Ordinária";5;210000002256;"MARIA DE LOURDES";5;"SUPLENTE";"N";15
2016;2;"Eleição Ordinária";5;210000015931;"MARIA DO HORTO";2;"ELEITO POR QP";"N";1625
2016;2;"Eleição Ordinária";5;210000006438;"MARIFE";5;"SUPLENTE";"N";174
2016;2;"Eleição Ordinária";5;210000006439;"MATHEUS MOTA";5;"SUPLENTE";"N";61
2016;2;"Eleição Ordinária";5;210000006440;"MIRIAN SUHRE";3;"ELEITO POR MÉDIA";"N";964
2016;2;"Eleição Ordinária";5;210000007709;"MOISES FONTOURA";2;"ELEITO POR QP";"N";748
2016;2;"Eleição Ordinária";5;210000007699;"MONTEIRO";3;"ELEITO POR MÉDIA";"N";618
2016;2;"Eleição Ordinária";5;210000007715;"MUNIZ";5;"SUPLENTE";"N";223
2016;2;"Eleição Ordinária";5;210000006442;"NICANOR SOBROSA";5;"SUPLENTE";"N";599
2016;2;"Eleição Ordinária";5;210000015925;"PASTOR ITAMAR";5;"SUPLENTE";"N";688
2016;2;"Eleição Ordinária";5;210000007725;"PASTOR JOAO DARCI";5;"SUPLENTE";"N";95
2016;2;"Eleição Ordinária";5;210000030693;"PATRICIA JARDIM";4;"NÃO ELEITO";"N";45
2016;2;"Eleição Ordinária";5;210000030691;"PATRICIA PILLAR";4;"NÃO ELEITO";"N";115
2016;2;"Eleição Ordinária";5;210000015938;"PATRICK CAMARGO";5;"SUPLENTE";"N";149
2016;2;"Eleição Ordinária";5;210000030701;"PAULINHO DA FORÇA";4;"NÃO ELEITO";"N";13
2016;2;"Eleição Ordinária";5;210000015921;"PAULO BERQUÓ";2;"ELEITO POR QP";"N";767
2016;2;"Eleição Ordinária";5;210000030702;"PAULO CADEIRANTE";4;"NÃO ELEITO";"N";126
2016;2;"Eleição Ordinária";5;210000002258;"PAULO ROBERTO VARGAS";5;"SUPLENTE";"N";114
2016;2;"Eleição Ordinária";5;210000006444;"PAULO SALBEGO";5;"SUPLENTE";"N";831
2016;2;"Eleição Ordinária";5;210000030689;"PEDRO XAVIER/ PEDRO CRUZEIRA";4;"NÃO ELEITO";"N";510
2016;2;"Eleição Ordinária";5;210000007726;"PR. PAULO BRASIL";5;"SUPLENTE";"N";362
2016;2;"Eleição Ordinária";5;210000007722;"PROFESSOR OTACILIO MOTTA";5;"SUPLENTE";"N";339
2016;2;"Eleição Ordinária";5;210000002250;"PROFESSOR VALDIR SEVERO";5;"SUPLENTE";"N";252
2016;2;"Eleição Ordinária";5;210000007710;"RAFAEL FARACO";5;"SUPLENTE";"N";483
2016;2;"Eleição Ordinária";5;210000015927;"RENATINHA";5;"SUPLENTE";"N";5
2016;2;"Eleição Ordinária";5;210000030690;"ROGERIO GARGARO MACHADO";4;"NÃO ELEITO";"N";91
2016;2;"Eleição Ordinária";5;210000015924;"ROSANE ANTUNES";5;"SUPLENTE";"N";155
2016;2;"Eleição Ordinária";5;210000007711;"RUDI PINTO";2;"ELEITO POR QP";"N";1715
2016;2;"Eleição Ordinária";5;210000006426;"RÓGER SEVERO";5;"SUPLENTE";"N";876
2016;2;"Eleição Ordinária";5;210000002262;"SADI  DO ROMA ";5;"SUPLENTE";"N";179
2016;2;"Eleição Ordinária";5;210000007716;"STEINHORST";5;"SUPLENTE";"N";152
2016;2;"Eleição Ordinária";5;210000007727;"VAGNER FAN";5;"SUPLENTE";"N";332
2016;2;"Eleição Ordinária";5;210000007707;"VALERIO BASSO";5;"SUPLENTE";"N";51
2016;2;"Eleição Ordinária";5;210000006441;"VANDA DORNELES";2;"ELEITO POR QP";"N";1020
2016;2;"Eleição Ordinária";5;210000030700;"VICENTE AQUINO (CABOCLO)";4;"NÃO ELEITO";"N";195
2016;2;"Eleição Ordinária";5;210000007712;"ZENA";5;"SUPLENTE";"N";74
2016;2;"Eleição Ordinária";89;210000010633;"GUSTAVO BIGOLIN";1;"ELEITO";"N";1509
2016;2;"Eleição Ordinária";89;210000023587;"RENATO";4;"NÃO ELEITO";"N";1444
2016;2;"Eleição Ordinária";89;210000010624;"ANTONIO CANABARRO VARGAS";5;"SUPLENTE";"N";50
2016;2;"Eleição Ordinária";89;210000023573;"ARLINDO ADANSKI JUSKIEWICZK";5;"SUPLENTE";"N";117
2016;2;"Eleição Ordinária";89;210000023586;"BEATRIS WISBISTCKI";5;"SUPLENTE";"N";9
2016;2;"Eleição Ordinária";89;210000023584;"DANIEL RIBEIRO";5;"SUPLENTE";"N";83
2016;2;"Eleição Ordinária";89;210000010630;"DIAINE LICZBINSKI";2;"ELEITO POR QP";"N";205
2016;2;"Eleição Ordinária";89;210000023577;"ELCIO DA RETROESCAVADEIRA";2;"ELEITO POR QP";"N";137
2016;2;"Eleição Ordinária";89;210000010625;"ELISETE SALES";5;"SUPLENTE";"N";18
2016;2;"Eleição Ordinária";89;210000010631;"ELSON ALFREDO SECCONI";2;"ELEITO POR QP";"N";220
2016;2;"Eleição Ordinária";89;210000010628;"GUINHO";5;"SUPLENTE";"N";93
2016;2;"Eleição Ordinária";89;210000010622;"HUGO SPRINGER";5;"SUPLENTE";"N";69
2016;2;"Eleição Ordinária";89;210000023580;"HUMBERTO PREISSLER DO ROSARIO";2;"ELEITO POR QP";"N";122
2016;2;"Eleição Ordinária";89;210000023579;"JANAINE GSCHNEITNER HEIDECKE";3;"ELEITO POR MÉDIA";"N";120
2016;2;"Eleição Ordinária";89;210000023578;"JORGIANE PERTILE";5;"SUPLENTE";"N";47
